role,seed,status,reasons,plan_lap_s,v_peak,thrust_peak,max_angle_deg,stretch,lap_stretched_s,min_gate_gap,n_frame_crossings,frame_margin_m
train,201216,reject,frame_crossing+ref_contact,4.775,6.085,14.596,7.725,1.383,6.604,1.405,3.0,0.0
train,201217,reject,frame_crossing+ref_contact,4.37,3.706,14.549,5.258,1.0,4.37,1.058,1.0,0.0
train,201218,reject,frame_crossing+arena+ref_contact,4.708,6.621,14.754,6.236,1.505,7.085,1.148,4.0,0.0
train,201219,reject,frame_crossing+arena+ref_contact,4.067,4.576,14.717,6.528,1.04,4.23,1.47,1.0,0.0
train,201220,reject,frame_crossing+arena+ref_contact,4.258,4.272,14.669,9.359,1.0,4.258,1.103,1.0,0.0
train,201221,reject,arena,4.493,6.345,14.753,6.612,1.442,6.479,1.577,0.0,0.037
train,201222,reject,frame_crossing+arena+ref_contact,4.79,5.657,14.782,10.641,1.286,6.158,1.595,3.0,0.0
train,201223,reject,frame_crossing+arena+ref_contact,4.543,5.012,14.52,8.107,1.139,5.175,1.204,2.0,0.0
train,201224,reject,frame_crossing+arena+ref_contact,4.746,4.866,14.697,9.819,1.106,5.249,1.912,2.0,0.0
train,201225,reject,frame_crossing+arena+ref_contact,4.671,6.505,14.63,8.747,1.478,6.906,1.097,2.0,0.0
train,201226,reject,frame_crossing+arena+ref_contact,4.247,5.237,14.778,6.027,1.19,5.055,1.523,1.0,0.0
train,201227,reject,frame_crossing+arena+ref_contact,4.284,5.687,14.62,6.151,1.292,5.537,1.895,2.0,0.0
train,201228,reject,frame_crossing+arena+ref_contact,4.636,5.393,14.621,7.121,1.226,5.683,1.864,2.0,0.0
train,201229,reject,frame_crossing+arena+ref_contact,4.612,5.822,14.763,8.933,1.323,6.103,1.228,2.0,0.0
train,201230,reject,frame_crossing+arena+ref_contact,4.921,6.397,14.641,10.079,1.454,7.156,2.014,1.0,0.0
train,201231,reject,arena+frame_margin,3.932,4.28,14.764,7.424,1.0,3.932,1.181,0.0,0.017
train,201232,reject,frame_crossing+arena+ref_contact,4.299,4.271,14.687,8.175,1.0,4.299,1.171,2.0,0.0
train,201233,reject,frame_crossing+ref_contact,4.559,5.471,14.738,8.925,1.244,5.669,1.451,2.0,0.0
train,201234,reject,frame_crossing+arena+ref_contact,4.692,5.477,14.736,6.969,1.245,5.841,1.529,2.0,0.0
train,201235,reject,arena,3.886,5.825,14.652,6.228,1.324,5.144,1.372,0.0,0.037
train,201236,reject,arena,4.096,5.92,14.722,6.393,1.346,5.511,1.058,0.0,0.045
train,201237,reject,frame_crossing+arena+ref_contact,4.503,4.691,14.642,7.024,1.066,4.801,1.047,1.0,0.0
train,201238,reject,frame_crossing+arena+frame_margin,5.074,5.344,14.717,8.409,1.215,6.163,1.807,1.0,0.018
train,201239,reject,frame_crossing+arena+ref_contact,4.863,5.747,14.707,9.269,1.306,6.351,1.109,3.0,0.0
train,201240,reject,arena,3.835,4.487,14.654,5.945,1.02,3.911,1.031,0.0,0.038
train,201241,reject,frame_crossing+arena+ref_contact,4.888,4.54,14.475,6.764,1.032,5.043,1.274,2.0,0.0
train,201242,reject,frame_crossing+ref_contact,4.267,4.953,14.749,4.196,1.126,4.804,1.097,1.0,0.0
train,201243,reject,arena,4.145,4.447,14.671,7.282,1.011,4.189,1.047,0.0,0.037
train,201244,reject,frame_crossing+arena+ref_contact,4.631,6.114,14.686,8.799,1.39,6.435,1.107,2.0,0.0
train,201245,reject,frame_crossing+arena+ref_contact,4.88,5.629,14.751,8.769,1.279,6.244,1.28,4.0,0.0
train,201246,reject,frame_crossing+arena+ref_contact,5.318,5.986,14.594,7.48,1.36,7.234,1.836,2.0,0.0
train,201247,reject,frame_crossing+arena+ref_contact,4.844,5.509,14.617,7.206,1.252,6.065,2.217,3.0,0.0
train,201248,reject,arena+ref_contact,4.099,4.267,14.737,5.979,1.0,4.099,1.205,0.0,0.0
train,201249,reject,frame_crossing+arena+ref_contact,4.825,5.143,14.555,8.926,1.169,5.641,1.496,2.0,0.0
train,201250,reject,frame_crossing+ref_contact,5.011,5.612,14.715,8.969,1.276,6.392,2.195,3.0,0.0
train,201251,reject,frame_crossing+arena+frame_margin,4.728,6.421,14.666,8.849,1.459,6.9,1.553,1.0,0.022
train,201252,reject,frame_crossing+ref_contact,4.534,4.942,14.644,8.186,1.123,5.093,1.327,2.0,0.0
train,201253,reject,frame_crossing+arena+ref_contact,4.79,5.59,14.628,7.685,1.27,6.085,1.542,1.0,0.0
train,201254,reject,arena,4.218,4.958,14.75,5.667,1.127,4.753,1.172,0.0,0.047
train,201255,reject,frame_crossing+arena+ref_contact,4.533,6.166,14.744,6.058,1.401,6.353,1.133,4.0,0.0
train,201256,reject,arena,4.183,4.913,14.776,5.684,1.117,4.671,1.3,0.0,0.044
train,201257,reject,frame_crossing+arena+ref_contact,4.015,3.705,14.728,4.891,1.0,4.015,1.747,1.0,0.0
train,201258,reject,frame_crossing+ref_contact,4.541,4.382,14.515,6.3,1.0,4.541,1.333,1.0,0.0
train,201259,reject,frame_crossing+arena+ref_contact,4.669,5.843,14.71,7.226,1.328,6.2,1.665,2.0,0.0
train,201260,reject,frame_crossing+arena+ref_contact,4.807,6.497,14.716,8.347,1.477,7.097,1.694,1.0,0.0
train,201261,reject,frame_crossing+arena+ref_contact,4.41,5.332,14.724,7.224,1.212,5.345,2.083,1.0,0.0
train,201262,reject,arena+ref_contact,4.292,3.51,14.635,5.644,1.0,4.292,1.031,0.0,0.0
train,201263,reject,frame_margin,4.676,5.639,14.742,9.491,1.282,5.993,1.031,0.0,0.013
train,201264,reject,frame_crossing+arena+ref_contact,4.626,4.623,14.734,8.537,1.051,4.86,1.323,3.0,0.0
train,201265,reject,frame_crossing+arena+ref_contact,4.816,5.799,14.735,7.628,1.318,6.348,1.133,1.0,0.0
train,201266,reject,frame_crossing+arena+ref_contact,4.628,5.279,14.703,8.089,1.2,5.553,1.799,1.0,0.0
train,201267,reject,frame_crossing+arena+ref_contact,5.214,6.545,14.718,6.7,1.487,7.755,1.128,3.0,0.0
train,201268,reject,frame_crossing+arena+ref_contact,5.172,6.043,14.715,9.578,1.373,7.104,2.654,4.0,0.0
train,201269,reject,frame_crossing+arena+ref_contact,4.046,4.412,14.616,10.351,1.003,4.057,1.205,1.0,0.0
train,201270,reject,frame_crossing+arena+ref_contact,4.096,4.353,14.752,5.417,1.0,4.096,1.026,1.0,0.0
train,201271,reject,frame_crossing+arena+ref_contact,4.434,5.86,14.69,7.003,1.332,5.906,1.56,2.0,0.0
train,201272,reject,frame_crossing+arena+ref_contact,5.023,5.013,14.712,7.59,1.139,5.723,1.029,1.0,0.0
train,201273,reject,frame_crossing+arena+ref_contact,4.627,5.406,14.751,10.369,1.229,5.686,1.451,2.0,0.0
train,201274,reject,frame_crossing+arena+ref_contact,4.602,6.27,14.723,8.885,1.425,6.558,1.073,1.0,0.0
train,201275,pass,,4.467,4.627,14.716,8.134,1.052,4.698,1.13,0.0,0.041
train,201276,reject,frame_crossing+arena+ref_contact,4.496,4.648,14.715,10.826,1.056,4.75,1.148,2.0,0.0
train,201277,reject,arena+ref_contact,4.771,6.015,14.719,8.183,1.367,6.521,2.216,0.0,0.0
train,201278,reject,frame_crossing+arena+ref_contact,5.032,6.096,14.623,6.387,1.385,6.972,1.854,1.0,0.0
train,201279,reject,frame_crossing+ref_contact,4.305,5.298,14.61,6.78,1.204,5.184,1.148,1.0,0.0
train,201280,reject,arena,4.061,4.986,14.577,5.78,1.133,4.602,1.148,0.0,0.035
train,201281,reject,frame_crossing+arena+ref_contact,4.963,6.231,14.633,7.866,1.416,7.028,1.895,1.0,0.0
train,201282,reject,frame_crossing+arena+ref_contact,4.644,5.244,14.696,9.835,1.192,5.535,1.883,1.0,0.0
train,201283,reject,frame_crossing+arena+ref_contact,5.002,6.381,14.718,9.62,1.45,7.254,2.564,3.0,0.0
train,201284,reject,frame_crossing+arena+ref_contact,4.933,5.156,14.782,8.771,1.172,5.78,1.219,2.0,0.0
train,201285,reject,frame_crossing+arena+ref_contact,4.98,5.602,14.673,6.671,1.273,6.34,1.204,1.0,0.0
train,201286,reject,frame_crossing+arena+ref_contact,4.145,4.868,14.596,8.277,1.106,4.586,1.328,1.0,0.0
train,201287,reject,frame_crossing+arena+ref_contact,4.428,4.941,14.661,5.957,1.123,4.972,1.107,2.0,0.0
train,201288,reject,arena,4.111,6.418,14.624,6.335,1.459,5.996,1.663,0.0,0.04
train,201289,reject,frame_crossing+arena+frame_margin,4.113,6.109,14.691,7.055,1.388,5.71,1.403,1.0,0.027
train,201290,reject,frame_crossing+ref_contact,4.895,5.475,14.529,8.33,1.244,6.091,1.133,2.0,0.0
train,201291,reject,frame_crossing+ref_contact,4.733,5.47,14.708,9.334,1.243,5.883,1.949,2.0,0.0
train,201292,reject,arena,4.592,6.525,14.727,7.075,1.483,6.81,2.256,0.0,0.044
train,201293,reject,frame_crossing+arena+ref_contact,4.942,5.992,14.696,10.441,1.362,6.73,1.772,4.0,0.0
train,201294,reject,frame_crossing+arena+ref_contact,5.099,6.012,14.709,8.894,1.366,6.967,2.276,2.0,0.0
train,201295,reject,frame_crossing+arena+ref_contact,4.744,5.226,14.665,7.544,1.188,5.635,1.47,2.0,0.0
train,201296,reject,frame_crossing+arena+ref_contact,4.457,5.658,14.669,8.243,1.286,5.731,2.217,1.0,0.0
train,201297,reject,frame_crossing+ref_contact,4.981,5.84,14.647,9.294,1.327,6.611,1.984,2.0,0.0
train,201298,reject,frame_crossing+arena+ref_contact,4.574,5.718,14.647,7.979,1.299,5.944,1.617,1.0,0.0
train,201299,reject,frame_crossing+arena+ref_contact,4.559,5.357,14.718,6.777,1.218,5.551,1.063,2.0,0.0
train,201300,reject,frame_crossing+arena+ref_contact,4.576,5.151,14.71,5.939,1.171,5.357,1.035,1.0,0.0
train,201301,reject,frame_crossing+arena+ref_contact,4.507,6.267,14.694,6.102,1.424,6.42,1.553,1.0,0.0
train,201302,reject,arena,4.209,4.75,14.734,8.475,1.08,4.544,1.339,0.0,0.036
train,201303,reject,frame_crossing+arena+ref_contact,4.865,6.321,14.644,6.231,1.437,6.989,1.189,3.0,0.0
train,201304,reject,frame_crossing+arena+ref_contact,4.937,6.647,14.691,7.503,1.511,7.458,1.846,2.0,0.0
train,201305,reject,frame_crossing+arena+ref_contact,4.513,5.6,14.742,8.721,1.273,5.744,1.408,1.0,0.0
train,201306,reject,frame_crossing+arena+ref_contact,4.274,4.643,14.75,6.842,1.055,4.511,1.293,1.0,0.0
train,201307,reject,frame_crossing+arena+ref_contact,4.934,4.722,14.697,6.484,1.073,5.295,1.13,1.0,0.0
train,201308,pass,,3.607,5.081,14.636,6.577,1.155,4.165,1.198,0.0,0.051
train,201309,reject,frame_crossing+arena+ref_contact,4.42,5.069,14.692,6.707,1.152,5.092,1.118,1.0,0.0
train,201310,reject,frame_crossing+arena+ref_contact,4.604,5.451,14.727,7.457,1.239,5.704,1.063,2.0,0.0
train,201311,reject,frame_crossing+arena+ref_contact,4.49,3.969,14.585,7.226,1.0,4.49,1.133,1.0,0.0
train,201312,reject,arena+ref_contact,4.618,5.22,14.74,8.756,1.186,5.479,1.906,0.0,0.0
train,201313,reject,frame_crossing+arena+ref_contact,4.742,5.376,14.706,8.988,1.222,5.794,1.348,1.0,0.0
train,201314,reject,frame_crossing+arena+ref_contact,4.217,4.493,14.674,5.009,1.021,4.306,1.073,1.0,0.0
train,201315,reject,frame_crossing+arena+ref_contact,4.82,4.551,14.663,6.342,1.034,4.986,1.396,3.0,0.0
train,201316,reject,arena,3.937,3.681,14.732,6.136,1.0,3.937,1.28,0.0,0.036
train,201317,reject,frame_crossing+arena+ref_contact,4.23,5.851,14.694,8.981,1.33,5.625,1.547,1.0,0.0
train,201318,reject,frame_crossing+arena+ref_contact,4.367,5.3,14.73,6.924,1.204,5.26,1.031,3.0,0.0
train,201319,reject,frame_crossing+ref_contact,4.402,4.61,14.746,10.679,1.048,4.612,1.453,1.0,0.0
train,201320,reject,frame_crossing+arena+ref_contact,4.662,4.992,14.677,8.016,1.135,5.289,1.597,1.0,0.0
train,201321,reject,frame_crossing+arena+ref_contact,4.921,5.931,14.696,9.236,1.348,6.633,1.723,2.0,0.0
train,201322,reject,frame_crossing+arena+ref_contact,4.648,4.463,14.659,8.439,1.014,4.715,1.987,2.0,0.0
train,201323,reject,frame_crossing+arena+ref_contact,5.02,5.577,14.727,8.772,1.267,6.362,1.235,3.0,0.0
train,201324,reject,frame_crossing+arena+ref_contact,4.468,5.002,14.667,9.952,1.137,5.08,1.219,1.0,0.0
train,201325,reject,arena+frame_margin,4.698,5.24,14.712,7.84,1.191,5.595,1.333,0.0,0.028
train,201326,reject,frame_crossing+arena+ref_contact,5.114,6.11,14.725,7.908,1.389,7.102,1.627,2.0,0.0
train,201327,reject,frame_crossing+arena+ref_contact,4.468,5.509,14.696,5.805,1.252,5.594,1.671,2.0,0.0
train,201328,reject,frame_crossing+arena+ref_contact,4.76,5.875,14.679,7.074,1.335,6.355,1.189,1.0,0.0
train,201329,reject,frame_crossing+arena+ref_contact,4.599,4.842,14.731,9.072,1.1,5.06,1.694,1.0,0.0
train,201330,reject,frame_crossing+arena+ref_contact,4.762,6.317,14.659,8.234,1.436,6.836,1.235,2.0,0.0
train,201331,reject,frame_crossing+arena+ref_contact,4.389,5.377,14.55,6.267,1.222,5.363,1.893,1.0,0.0
train,201332,reject,frame_crossing+ref_contact,4.396,5.111,14.663,6.912,1.162,5.107,1.475,2.0,0.0
train,201333,reject,frame_crossing+arena+ref_contact,4.71,6.226,14.785,8.143,1.415,6.665,1.911,3.0,0.0
train,201334,reject,arena+frame_margin,4.534,6.152,14.715,8.14,1.398,6.339,1.609,0.0,0.017
train,201335,reject,frame_crossing+arena+ref_contact,4.741,5.178,14.7,9.757,1.177,5.579,1.496,2.0,0.0
train,201336,reject,frame_crossing+arena+ref_contact,4.528,5.154,14.66,7.324,1.171,5.304,1.231,1.0,0.0
train,201337,reject,frame_crossing+arena+ref_contact,4.58,4.799,14.747,8.49,1.091,4.995,1.491,1.0,0.0
train,201338,reject,frame_crossing+arena+ref_contact,4.964,6.255,14.705,9.881,1.422,7.057,2.215,1.0,0.0
train,201339,reject,frame_crossing+arena+ref_contact,4.669,5.563,14.706,6.878,1.264,5.903,1.263,2.0,0.0
train,201340,reject,frame_crossing+arena+ref_contact,4.537,6.382,14.758,9.061,1.45,6.58,1.249,3.0,0.0
train,201341,reject,frame_crossing+arena+ref_contact,4.585,4.824,14.723,8.843,1.096,5.027,1.396,1.0,0.0
train,201342,reject,frame_crossing+ref_contact,5.1,5.195,14.609,10.124,1.181,6.022,1.158,3.0,0.0
train,201343,reject,frame_crossing+arena+ref_contact,4.626,5.492,14.675,6.606,1.248,5.774,1.35,1.0,0.0
train,201344,reject,frame_crossing+arena+ref_contact,5.17,5.605,14.757,11.085,1.274,6.586,1.473,2.0,0.0
train,201345,reject,frame_crossing+arena+ref_contact,4.602,5.622,14.766,8.869,1.278,5.881,1.171,1.0,0.0
train,201346,reject,frame_crossing+arena+ref_contact,4.609,6.284,14.689,8.321,1.428,6.583,1.553,1.0,0.0
train,201347,reject,frame_crossing+arena+frame_margin,4.672,5.378,14.715,6.488,1.222,5.711,1.133,1.0,0.011
train,201348,reject,arena+ref_contact,4.559,6.147,14.616,6.374,1.397,6.369,1.063,0.0,0.0
train,201349,reject,arena+ref_contact,3.681,3.989,14.693,8.343,1.0,3.681,1.266,0.0,0.0
train,201350,reject,frame_crossing+ref_contact,4.932,5.835,14.723,7.766,1.326,6.54,1.219,3.0,0.0
train,201351,reject,frame_crossing+arena+ref_contact,4.324,6.476,14.706,6.203,1.472,6.364,1.097,2.0,0.0
train,201352,reject,frame_crossing+arena+ref_contact,5.045,5.634,14.742,8.529,1.28,6.46,1.267,2.0,0.0
train,201353,reject,arena,4.647,6.011,14.723,7.088,1.366,6.347,1.204,0.0,0.039
train,201354,reject,frame_crossing+arena+ref_contact,4.827,5.851,14.686,10.648,1.33,6.419,1.271,2.0,0.0
train,201355,reject,frame_crossing+arena+ref_contact,4.455,5.423,14.603,9.805,1.233,5.491,1.488,2.0,0.0
train,201356,reject,frame_crossing+arena+ref_contact,4.92,5.917,14.748,9.998,1.345,6.617,1.744,4.0,0.0
train,201357,reject,arena,4.267,4.016,14.58,6.151,1.0,4.267,1.348,0.0,0.037
train,201358,reject,frame_crossing+frame_margin,4.859,5.873,14.648,7.166,1.335,6.486,2.146,2.0,0.008
train,201359,reject,arena,3.972,4.181,14.725,5.547,1.0,3.972,1.13,0.0,0.06
train,201360,reject,frame_crossing+arena+ref_contact,4.759,6.319,14.679,6.214,1.436,6.834,1.026,1.0,0.0
train,201361,reject,arena,4.35,5.031,14.724,6.238,1.143,4.974,1.031,0.0,0.041
train,201362,reject,frame_crossing+arena+ref_contact,5.187,4.842,14.498,7.492,1.101,5.709,1.097,2.0,0.0
train,201363,reject,arena,3.764,4.508,14.577,8.516,1.025,3.856,1.363,0.0,0.041
train,201364,reject,frame_crossing+arena+ref_contact,4.795,6.334,14.636,8.663,1.439,6.902,1.801,2.0,0.0
train,201365,reject,frame_crossing+arena+ref_contact,3.951,4.868,14.738,6.824,1.106,4.372,1.13,1.0,0.0
train,201366,reject,arena,3.556,3.73,14.659,4.835,1.0,3.556,1.553,0.0,0.037
train,201367,reject,frame_crossing+arena+ref_contact,4.185,4.814,14.623,11.376,1.094,4.579,1.384,1.0,0.0
train,201368,reject,arena,4.491,4.188,14.677,7.013,1.0,4.491,1.383,0.0,0.036
train,201369,reject,arena,3.922,4.34,14.694,7.956,1.0,3.922,1.043,0.0,0.039
train,201370,reject,frame_crossing+arena+ref_contact,4.346,4.738,14.751,6.431,1.077,4.681,1.103,1.0,0.0
train,201371,reject,frame_crossing+arena+ref_contact,4.852,5.767,14.722,8.303,1.311,6.36,1.893,1.0,0.0
train,201372,reject,frame_crossing+arena+ref_contact,4.73,4.629,14.728,9.133,1.052,4.976,1.301,2.0,0.0
train,201373,reject,frame_crossing+arena+ref_contact,3.782,4.066,14.508,7.296,1.0,3.782,1.148,1.0,0.0
train,201374,reject,frame_crossing+arena+ref_contact,4.322,6.003,14.81,6.396,1.364,5.896,1.043,1.0,0.0
train,201375,reject,frame_crossing+arena+ref_contact,4.433,4.749,14.652,9.59,1.079,4.785,1.453,2.0,0.0
train,201376,reject,frame_crossing+ref_contact,4.334,4.654,14.7,5.689,1.058,4.584,1.13,1.0,0.0
train,201377,reject,frame_crossing+arena+ref_contact,4.615,4.153,14.689,6.227,1.0,4.615,1.176,1.0,0.0
train,201378,reject,frame_crossing+arena+ref_contact,5.133,5.88,14.633,6.559,1.336,6.86,1.53,2.0,0.0
train,201379,reject,frame_crossing+arena+ref_contact,4.505,5.371,14.742,6.86,1.221,5.499,1.597,1.0,0.0
train,201380,reject,frame_crossing+arena+ref_contact,4.425,4.523,14.579,9.539,1.028,4.548,1.436,1.0,0.0
train,201381,reject,frame_crossing+arena+ref_contact,4.467,4.334,14.617,6.547,1.0,4.467,1.047,1.0,0.0
train,201382,reject,arena,4.918,5.319,14.639,8.194,1.209,5.945,1.405,0.0,0.033
train,201383,reject,frame_crossing+arena+ref_contact,4.779,5.549,14.696,9.204,1.261,6.027,1.92,1.0,0.0
train,201384,reject,arena,3.93,5.042,14.617,6.207,1.146,4.503,1.529,0.0,0.049
train,201385,reject,arena,4.266,4.496,14.679,5.517,1.022,4.359,1.245,0.0,0.041
train,201386,reject,frame_crossing+arena+ref_contact,4.333,4.911,14.604,6.534,1.116,4.835,1.368,2.0,0.0
train,201387,reject,frame_crossing+arena+ref_contact,4.727,5.499,14.629,7.36,1.25,5.907,1.761,3.0,0.0
train,201388,reject,arena,4.525,5.772,14.633,8.011,1.312,5.935,1.176,0.0,0.052
train,201389,reject,frame_crossing+arena+ref_contact,4.776,6.503,14.565,10.394,1.478,7.059,1.597,2.0,0.0
train,201390,reject,frame_crossing+arena+ref_contact,4.593,5.784,14.691,8.634,1.314,6.037,1.058,1.0,0.0
train,201391,reject,arena,5.055,4.698,14.581,8.315,1.068,5.398,1.031,0.0,0.032
train,201392,reject,frame_crossing+arena+frame_margin,4.463,3.97,14.724,6.957,1.0,4.463,1.327,1.0,0.004
train,201393,reject,arena,4.228,4.576,14.608,6.285,1.04,4.397,1.235,0.0,0.041
train,201394,reject,frame_crossing+arena+ref_contact,4.321,5.465,14.683,7.11,1.242,5.367,1.274,1.0,0.0
train,201395,reject,frame_crossing+arena+ref_contact,4.396,5.892,14.645,7.393,1.339,5.887,2.361,1.0,0.0
train,201396,reject,frame_crossing+arena+ref_contact,4.482,4.749,14.538,6.801,1.079,4.838,1.047,1.0,0.0
train,201397,reject,frame_crossing+arena+ref_contact,4.648,4.696,14.532,7.512,1.067,4.961,1.109,2.0,0.0
train,201398,reject,arena,4.52,4.659,14.661,6.654,1.059,4.786,1.893,0.0,0.037
train,201399,reject,arena,4.448,5.351,14.755,7.878,1.216,5.409,1.523,0.0,0.036
train,201400,reject,frame_crossing+arena+ref_contact,4.787,6.392,14.68,8.891,1.453,6.955,1.4,3.0,0.0
train,201401,reject,arena+frame_margin,4.4,6.218,14.752,8.226,1.413,6.218,1.323,0.0,0.016
train,201402,reject,frame_crossing+arena+ref_contact,5.332,5.371,14.678,7.486,1.221,6.509,1.405,2.0,0.0
train,201403,reject,frame_crossing+arena+ref_contact,5.051,5.776,14.691,6.833,1.313,6.63,2.153,2.0,0.0
train,201404,reject,frame_crossing+arena+ref_contact,4.8,5.314,14.595,7.269,1.208,5.797,1.176,1.0,0.0
train,201405,reject,frame_crossing+arena+ref_contact,4.464,5.762,14.735,8.165,1.31,5.846,1.133,1.0,0.0
train,201406,reject,frame_crossing+arena+ref_contact,4.388,4.719,14.779,9.431,1.072,4.707,1.348,1.0,0.0
train,201407,reject,frame_crossing+arena+ref_contact,4.568,5.218,14.719,8.299,1.186,5.418,1.898,1.0,0.0
train,201408,reject,frame_crossing+arena+ref_contact,4.511,5.69,14.714,6.232,1.293,5.833,1.323,1.0,0.0
train,201409,reject,frame_crossing+arena+ref_contact,4.102,4.847,14.739,8.65,1.102,4.518,1.451,1.0,0.0
train,201410,reject,frame_crossing+arena+ref_contact,4.519,5.995,14.723,8.711,1.363,6.158,1.644,2.0,0.0
train,201411,reject,arena+frame_margin,4.5,3.983,14.441,7.181,1.0,4.5,1.026,0.0,0.011
train,201412,reject,frame_crossing+arena+ref_contact,4.82,5.333,14.699,6.708,1.212,5.842,1.026,3.0,0.0
train,201413,reject,frame_crossing+arena+ref_contact,4.817,5.219,14.644,10.483,1.186,5.713,1.047,2.0,0.0
train,201414,reject,frame_crossing+arena+ref_contact,4.621,5.516,14.623,7.723,1.254,5.793,1.596,2.0,0.0
train,201415,reject,frame_crossing+arena+ref_contact,4.705,5.4,14.74,8.621,1.227,5.774,1.433,3.0,0.0
train,201416,reject,arena,4.093,4.981,14.729,5.771,1.132,4.634,1.189,0.0,0.043
train,201417,reject,frame_crossing+arena+ref_contact,4.985,5.967,14.723,9.433,1.356,6.761,1.936,3.0,0.0
train,201418,reject,frame_crossing+arena+ref_contact,4.566,6.318,14.698,7.509,1.436,6.557,1.026,2.0,0.0
train,201419,reject,frame_crossing+arena+ref_contact,4.033,4.611,14.739,7.237,1.048,4.227,1.547,2.0,0.0
train,201420,reject,arena+ref_contact,4.914,6.372,14.733,8.517,1.448,7.116,1.245,0.0,0.0
train,201421,reject,frame_crossing+arena+ref_contact,5.376,4.798,14.631,7.841,1.091,5.862,2.441,3.0,0.0
train,201422,reject,frame_crossing+arena+ref_contact,4.935,5.029,14.713,6.571,1.143,5.641,1.031,2.0,0.0
train,201423,reject,frame_crossing+ref_contact,4.393,4.603,14.456,8.061,1.046,4.596,1.029,1.0,0.0
train,201424,reject,frame_crossing+arena+ref_contact,4.734,5.288,14.711,9.452,1.202,5.69,1.28,2.0,0.0
train,201425,reject,frame_crossing+arena+ref_contact,4.371,4.937,14.61,7.987,1.122,4.905,1.337,1.0,0.0
train,201426,reject,frame_crossing+arena+ref_contact,4.815,6.225,14.6,7.992,1.415,6.812,2.014,2.0,0.0
train,201427,reject,frame_crossing+arena+ref_contact,4.338,4.77,14.687,7.774,1.084,4.702,1.249,1.0,0.0
train,201428,reject,frame_crossing+arena+ref_contact,4.991,5.397,14.727,9.459,1.227,6.123,1.405,1.0,0.0
train,201429,reject,frame_crossing+arena+ref_contact,4.243,5.124,14.673,6.107,1.165,4.942,1.772,1.0,0.0
train,201430,reject,frame_crossing+arena+ref_contact,4.178,4.996,14.736,9.925,1.136,4.744,2.051,1.0,0.0
train,201431,reject,arena,3.83,4.879,14.582,6.026,1.109,4.247,1.542,0.0,0.061
train,201432,reject,arena+frame_margin,4.366,3.768,14.614,4.759,1.0,4.366,1.327,0.0,0.009
train,201433,reject,frame_crossing+arena+ref_contact,4.977,5.457,14.692,9.341,1.24,6.172,1.592,2.0,0.0
train,201434,reject,frame_crossing+arena+ref_contact,4.199,4.891,14.707,8.613,1.112,4.668,1.301,2.0,0.0
train,201435,reject,frame_crossing+arena+ref_contact,4.004,5.135,14.744,5.952,1.167,4.673,1.845,1.0,0.0
train,201436,reject,frame_crossing+arena+frame_margin,4.292,5.234,14.753,5.824,1.19,5.106,1.077,1.0,0.008
train,201437,reject,arena+ref_contact,4.646,6.128,14.715,6.728,1.393,6.471,1.198,0.0,0.0
train,201438,reject,frame_crossing+arena+ref_contact,4.294,4.332,14.786,10.004,1.0,4.294,1.582,1.0,0.0
train,201439,reject,arena,4.789,5.624,14.682,7.732,1.278,6.121,1.249,0.0,0.038
train,201440,pass,,4.512,5.125,14.598,8.501,1.165,5.255,1.496,0.0,0.033
train,201441,reject,frame_crossing+arena+ref_contact,5.176,5.613,14.686,9.545,1.276,6.603,1.992,2.0,0.0
train,201442,reject,frame_crossing+arena+ref_contact,4.212,4.558,14.741,7.023,1.036,4.363,1.429,1.0,0.0
train,201443,reject,ref_contact,4.177,3.828,14.55,4.908,1.0,4.177,1.109,0.0,0.0
train,201444,reject,frame_crossing+ref_contact,4.632,5.105,14.65,7.323,1.16,5.374,1.4,2.0,0.0
train,201445,reject,arena,4.865,5.91,14.554,7.081,1.343,6.535,1.697,0.0,0.04
train,201446,reject,frame_crossing+arena+ref_contact,5.22,6.66,14.753,8.749,1.514,7.901,1.733,2.0,0.0
train,201447,reject,frame_crossing+arena+ref_contact,4.752,6.02,14.676,8.43,1.368,6.501,1.384,3.0,0.0
train,201448,reject,arena+frame_margin,4.4,4.844,14.645,8.513,1.101,4.844,1.153,0.0,0.001
train,201449,reject,arena,3.795,3.777,14.682,6.328,1.0,3.795,1.475,0.0,0.036
train,201450,reject,frame_margin,4.437,5.012,14.714,6.288,1.139,5.055,1.253,0.0,0.006
train,201451,reject,frame_crossing+arena+ref_contact,4.535,3.565,14.539,5.554,1.0,4.535,1.032,2.0,0.0
train,201452,reject,frame_crossing+arena+ref_contact,4.145,4.829,14.747,8.612,1.098,4.55,1.609,1.0,0.0
train,201453,reject,frame_crossing+arena+ref_contact,5.343,5.281,14.577,8.445,1.2,6.413,2.083,2.0,0.0
train,201454,reject,frame_crossing+arena+ref_contact,4.537,4.494,14.564,8.1,1.021,4.634,1.171,1.0,0.0
train,201455,reject,frame_crossing+arena+ref_contact,4.749,6.053,14.665,7.115,1.376,6.533,1.029,3.0,0.0
train,201456,reject,frame_crossing+arena+ref_contact,5.04,5.058,14.702,8.976,1.15,5.794,2.7,1.0,0.0
train,201457,reject,arena,4.707,5.275,14.67,7.497,1.199,5.643,1.96,0.0,0.04
train,201458,reject,arena+frame_margin,5.227,6.42,14.574,8.133,1.459,7.627,1.073,0.0,0.024
