role,seed,status,reasons,plan_lap_s,v_peak,thrust_peak,max_angle_deg,stretch,lap_stretched_s,min_gate_gap,n_frame_crossings,frame_margin_m
study,1299,reject,arena,4.204,4.569,14.709,6.471,1.038,4.366,1.249,0.0,0.068
study,1300,reject,frame_crossing+ref_contact,4.368,4.656,14.64,6.725,1.058,4.622,1.301,2.0,0.0
study,1301,reject,frame_crossing+arena+ref_contact,4.323,5.256,14.588,7.677,1.195,5.164,1.148,2.0,0.0
study,1302,reject,frame_crossing+arena+ref_contact,3.762,4.942,14.727,8.126,1.123,4.225,1.78,1.0,0.0
study,1303,reject,frame_crossing+arena+ref_contact,4.648,4.718,14.598,8.076,1.072,4.983,1.035,2.0,0.0
study,1304,reject,frame_crossing+arena+frame_margin,4.36,5.127,14.688,8.711,1.165,5.08,1.026,1.0,0.001
study,1305,reject,frame_crossing+arena+ref_contact,4.632,6.554,14.681,5.588,1.49,6.901,1.337,1.0,0.0
study,1306,reject,frame_crossing+frame_margin,3.946,5.154,14.645,7.346,1.171,4.622,1.181,1.0,0.02
study,1307,reject,frame_crossing+arena+ref_contact,4.323,6.573,14.695,5.863,1.494,6.458,1.335,2.0,0.0
study,1308,reject,frame_crossing+arena+ref_contact,4.674,5.352,14.744,9.564,1.216,5.685,1.263,3.0,0.0
study,1309,reject,frame_crossing+arena+ref_contact,4.528,4.702,14.697,6.564,1.069,4.839,1.595,1.0,0.0
study,1310,reject,frame_crossing+arena+ref_contact,4.557,5.219,14.687,6.198,1.186,5.405,1.13,1.0,0.0
study,1311,reject,frame_crossing+arena+ref_contact,4.781,4.777,14.675,6.921,1.086,5.19,1.103,1.0,0.0
study,1312,reject,frame_crossing+arena+ref_contact,4.491,3.95,14.66,7.154,1.0,4.491,1.372,2.0,0.0
study,1313,reject,frame_crossing+arena+ref_contact,4.332,3.732,14.773,5.727,1.0,4.332,1.072,1.0,0.0
study,1314,reject,frame_crossing+arena+ref_contact,5.05,4.82,14.577,8.505,1.095,5.532,1.333,3.0,0.0
study,1315,reject,frame_crossing+arena+frame_margin,4.052,4.189,14.591,6.157,1.0,4.052,1.398,1.0,0.005
study,1316,reject,frame_crossing+arena+ref_contact,4.43,5.147,14.772,9.215,1.17,5.181,1.097,3.0,0.0
study,1317,reject,frame_crossing+arena+ref_contact,4.465,4.837,14.715,6.839,1.099,4.909,1.249,1.0,0.0
study,1318,pass,,3.699,5.51,14.706,6.04,1.252,4.632,1.488,0.0,0.036
